Id,Label,timeset,modularity_class,Degree
9231,parental,,1855,5
9232,parenthood,,2227,7
9233,parentseitz,,167,5
9234,paris,,2051,5
9235,parisdennard,,600,6
9236,parisitony,,505,3
9237,park,,2056,10
9238,parker,,130,5
9239,parking,,1907,4
9240,parkland,,517,6
9241,parlor,,1958,10
9242,parlux,,1967,5
9243,parnell,,487,5
9244,parody,,422,5
9245,part,,1956,3
9246,partial,,2251,5
9247,partially,,159,5
9248,participant,,416,5
9249,participate,,1800,3
9250,participated,,392,9
9251,participating,,1951,4
9252,participation,,1800,3
9253,particular,,1455,2
9254,particularly,,1456,2
9255,partisan,,71,4
9256,partner,,1457,2
9257,partnership,,2128,6
9258,party,,417,4
9259,partying,,111,4
9260,partylikerlove,,1855,5
9261,pas,,1458,2
9262,pascal,,71,7
9263,paso,,106,4
9264,pass,,1459,2
9265,passage,,584,3
9266,passed,,1460,2
9267,passenger,,106,10
9268,passing,,1461,2
9269,passion,,840,4
9270,passionate,,16,4
9271,passive,,388,6
9272,passover,,1711,5
9273,passport,,600,5
9274,passthebill,,161,4
9275,password,,3,11
9276,past,,167,3
9277,pastor,,416,11
9278,pastormarkburns,,1956,4
9279,pat,,729,4
9280,pataki,,188,5
9281,patch,,147,8
9282,paterno,,150,5
9283,path,,2017,4
9284,pathetic,,467,4
9285,pathetically,,2051,5
9286,pathological,,849,5
9287,pathway,,849,3
9288,patience,,1800,6
9289,patient,,2060,6
9290,patiently,,2227,6
9291,patricijabelous,,2056,4
9292,patrick,,467,5
9293,patrickbuchanan,,1462,2
9294,patrickmendeznv,,188,3
9295,patrickstinard,,1711,6
9296,patrickweeks,,190,7
9297,patriot,,302,3
9298,patriotic,,1129,5
9299,patriotism,,302,5
9300,patriotress,,1022,4
9301,patrol,,2056,6
9302,pattern,,2109,4
9303,patti,,144,3
9304,pattinson,,2227,7
9305,patton,,496,9
9306,patty,,417,4
9307,pattyds,,189,6
9308,paul,,487,9
9309,paula,,2155,13
9310,pauladuvall,,2185,4
9311,paulbocian,,1463,2
9312,paulfincher,,2081,5
9313,paulina,,2207,6
9314,paulloan,,849,4
9315,paulmanafort,,189,6
9316,paulmilton,,416,3
9317,paulomyftaraj,,2231,4
9318,paulryanvp,,2235,5
9319,paulsen,,2056,7
9320,paulson,,584,12
9321,paulteutulsr,,2207,3
9322,pause,,2072,7
9323,pave,,1958,4
9324,paved,,2129,9
9325,pavilion,,883,5
9326,pavlo,,2157,5
9327,pawn,,2109,11
9328,paxton,,75,5
9329,pay,,311,3
9330,payback,,467,4
9331,paycheck,,28,5
9332,payday,,416,4
9333,payer,,103,6
9334,paying,,1464,2
9335,payment,,1465,2
9336,payne,,147,4
9337,payoff,,416,6
9338,payroll,,1466,2
9339,pb,,517,7
9340,pbi,,1855,8
9341,pbpost,,392,6
9342,pbstwo,,16,7
9343,pbump,,893,9
9344,pc,,484,3
9345,pdgreenwood,,120,4
9346,pe,,2128,5
9347,peace,,496,3
9348,peaceful,,1467,2
9349,peacefully,,467,11
9350,peaceisweakness,,467,3
9351,peaceloveandmeg,,1468,3
9352,peachespulliam,,278,7
9353,peak,,144,6
9354,peale,,2157,7
9355,peanut,,236,4
9356,pearl,,2120,6
9357,pearlharbor,,2120,4
9358,pearlingjosh,,2081,5
9359,pebble,,130,9
9360,pecker,,416,4
9361,peddoc,,16,5
9362,peek,,521,6
9363,peenerad,,690,5
9364,peggy,,119,3
9365,peggynoonannyc,,120,4
9366,pegula,,2081,6
9367,pella,,161,3
9368,pellscuse,,1469,3
9369,pelosi,,2056,8
9370,pen,,1470,2
9371,penalized,,1800,6
9372,penalty,,58,4
9373,penchant,,2227,5
9374,pending,,2227,7
9375,peng,,2155,9
9376,penguin,,159,7
9377,peninsula,,2128,10
9378,penn,,1907,4
9379,pennjillette,,2072,3
9380,pennstate,,150,5
9381,pennsylvania,,98,13
9382,penny,,2060,7
9383,pennybishop,,189,7
9384,pensacola,,1022,4
9385,pension,,1931,5
9386,penske,,2157,6
9387,pentagon,,467,3
9388,penthouse,,2129,4
9389,people,,1471,2
9390,peoplescompany,,2017,7
9391,pepper,,1472,2
9392,pepsidaisy,,70,4
9393,per,,1473,2
9394,percent,,1474,2
9395,percentage,,505,6
9396,perception,,2227,3
9397,perdue,,417,6
9398,perduesenate,,2227,8
9399,perez,,119,6
9400,perfect,,1129,3
9401,perfected,,1129,6
9402,perfection,,2128,5
9403,perfectly,,190,3
9404,perform,,2051,4
9405,performance,,1475,2
9406,performed,,190,4
9407,performing,,167,7
9408,perhaps,,1476,2
9409,peril,,1969,4
9410,period,,1477,2
9411,periscope,,1153,4
9412,periscopeco,,2109,4
9413,perished,,111,12
9414,peritustraining,,1478,2
9415,perjury,,188,7
9416,perk,,311,6
9417,permanent,,2128,5
9418,permanently,,149,6
9419,permissible,,1479,4
9420,permission,,75,10
9421,permit,,416,6
9422,perot,,417,4
9423,perpetrated,,1721,3
9424,perpetrating,,1855,6
9425,perpetrator,,181,4
9426,perpetually,,888,8
9427,perpetuate,,144,3
9428,perpetuated,,417,6
9429,perry,,2191,4
9430,persdevquotes,,1480,2
9431,persecuted,,1481,2
9432,persecuting,,487,5
9433,persecution,,2185,6
9434,perseverance,,190,8
9435,persevere,,190,3
9436,persistence,,278,5
9437,persistent,,111,6
9438,person,,1482,2
9439,persona,,1855,4
9440,personable,,729,5
9441,personal,,1483,2
9442,personality,,517,4
9443,personally,,729,3
9444,personnel,,144,5
9445,perspective,,2227,6
9446,persuasion,,2227,6
9447,pertained,,28,7
9448,pertaining,,1888,4
9449,pertains,,505,8
9450,perversion,,3,8
9451,pervert,,3,14
9452,perverted,,565,3
9453,pesident,,16,4
9454,pessimist,,161,5
9455,pet,,422,4
9456,pete,,496,9
9457,petehegseth,,2227,4
9458,peter,,2185,16
9459,peterose,,496,7
9460,petersburg,,2051,9
9461,peterschweizer,,302,5
9462,peterson,,58,6
9463,petestauber,,2056,9
9464,petewaite,,278,4
9465,petition,,1484,2
9466,petraeus,,2227,3
9467,petreus,,2155,6
9468,petrified,,2120,8
9469,petro,,584,5
9470,petroleum,,58,5
9471,pettitte,,2251,6
9472,petty,,888,4
9473,pew,,422,5
9474,pewresearch,,2081,3
9475,peyton,,467,8
9476,pfizer,,1951,6
9477,pg,,192,4
9478,pga,,1022,3
9479,pgaannual,,167,5
9480,pgachampionship,,521,8
9481,pgagrandslam,,2128,3
9482,pgaofamerica,,167,4
9483,pgaterry,,1485,2
9484,pgatour,,2056,6
9485,pghtransit,,2051,6
9486,ph,,149,9
9487,phantom,,1855,5
9488,pharma,,2178,7
9489,pharmacy,,1951,9
9490,phase,,888,6
9491,phenomenal,,2157,3
9492,phenomenon,,849,7
9493,phickeyma,,184,4
9494,phil,,2157,9
9495,philadelphia,,521,6
9496,philanthropic,,729,5
9497,philanthropy,,729,7
9498,philip,,2129,6
9499,philippine,,149,5
9500,philiprucker,,16,5
9501,philly,,2088,4
9502,phillykayman,,2207,3
9503,philmickelsn,,58,3
9504,philosophy,,184,3
9505,philramlet,,2056,5
9506,philstephen,,2128,4
9507,philzentz,,75,4
9508,phoenix,,1486,2
9509,phone,,189,3
9510,phonegate,,278,4
9511,phoner,,1931,7
9512,phoney,,119,3
9513,phony,,1952,3
9514,photo,,492,3
9515,photoshopped,,451,5
9516,phrase,,2227,6
9517,phxken,,487,5
9518,phyllis,,2178,5
9519,physical,,2081,5
9520,physically,,2081,4
9521,physician,,1931,6
9522,piano,,2185,3
9523,pianobecca,,840,8
9524,pic,,302,5
9525,pica,,311,4
9526,picasso,,1888,6
9527,pick,,1907,3
9528,picked,,1487,2
9529,pickens,,1907,4
9530,picking,,190,4
9531,picture,,487,4
9532,picturesque,,2128,11
9533,pie,,2227,5
9534,piece,,1907,4
9535,pier,,311,6
9536,pierce,,517,6
9537,pierpaolomonni,,416,7
9538,piersmorgan,,311,6
9539,piersmorganlive,,487,3
9540,pierstonight,,71,4
9541,pietiev,,422,5
9542,pig,,1800,5
9543,piggy,,505,7
9544,pile,,859,6
9545,pill,,1951,9
9546,pillar,,496,5
9547,pilot,,236,9
9548,pin,,95,7
9549,pine,,2129,10
9550,pinehurst,,302,5
9551,ping,,1855,4
9552,pink,,1488,3
9553,pinnacle,,2191,3
9554,pinocchios,,1489,2
9555,pinstripe,,1800,5
9556,pioneer,,1862,8
9557,pipeline,,392,5
9558,pirate,,278,3
9559,pirro,,311,8
9560,piss,,2064,5
9561,pissed,,2072,6
9562,pissing,,1855,3
9563,pistorious,,188,4
9564,pistorius,,188,4
9565,pitch,,1022,6
9566,pitcher,,2081,7
9567,pitiful,,1855,7
9568,pittsburgh,,159,5
9569,pivot,,2207,8
9570,pizza,,188,8
9571,pizzapartyben,,1490,2
9572,pjmedia,,1022,7
9573,pjnet,,1711,6
9574,pjpaton,,278,9
9575,pjtv,,1491,2
9576,place,,1492,2
9577,placed,,2128,3
9578,placement,,1907,8
9579,placing,,2060,7
9580,plague,,1493,2
9581,plaguing,,2081,5
9582,plain,,2007,3
9583,plainly,,517,6
9584,plaintiff,,1800,7
9585,plan,,1494,2
9586,plane,,111,6
9587,planet,,1907,3
9588,planned,,2227,3
9589,planning,,2060,5
9590,plant,,189,9
9591,planted,,1855,5
9592,plaque,,1958,7
9593,plastic,,189,6
9594,plate,,28,7
9595,plateau,,840,9
9596,platek,,1862,3
9597,platform,,2235,4
9598,platinum,,1958,11
9599,play,,1495,2
9600,playa,,2128,11
9601,playbook,,1855,3
9602,playboy,,2063,4
9603,played,,302,5
9604,player,,58,9
9605,playing,,1496,2
9606,playmate,,2063,6
9607,playoff,,2178,6
9608,playstrumpcard,,392,7
9609,plaza,,189,4
9610,plea,,1967,7
9611,plead,,188,5
9612,pleading,,2109,7
9613,pleads,,1888,7
9614,pleasant,,2157,5
9615,please,,840,11
9616,pleased,,2231,6
9617,pleaserun,,70,6
9618,pleasurable,,236,9
9619,pleasure,,236,6
9620,pled,,188,6
9621,pledge,,2231,3
9622,pledged,,1855,6
9623,pledging,,159,6
9624,plenty,,1497,2
9625,plight,,416,7
9626,plot,,311,10
9627,plotting,,517,7
9628,ploy,,190,4
9629,pls,,729,7
9630,plugging,,159,6
9631,plummet,,2128,3
9632,plummeting,,496,4
9633,plunder,,859,7
9634,plunge,,416,5
9635,plunging,,167,5
9636,plus,,1498,2
9637,plymouth,,98,4
9638,plz,,70,6
9639,pm,,167,4
9640,pma,,840,3
9641,pmadden,,1958,4
9642,pme,,1129,3
9643,pmgeezer,,98,4
9644,pmo,,859,4
9645,pmprindiville,,144,4
9646,po,,1931,6
9647,pocahontas,,1956,13
9648,pocket,,1499,2
9649,pocketbook,,487,4
9650,pocketing,,1907,6
9651,podcast,,2155,6
9652,podesta,,28,3
9653,podium,,1500,2
9654,poetry,,487,8
9655,point,,16,6
9656,pointed,,236,7
9657,pointing,,2072,8
9658,pointless,,517,7
9659,poised,,70,3
9660,poison,,1951,6
9661,poisoning,,485,6
9662,pokerswayne,,2155,5
9663,pol,,1501,2
9664,poland,,58,5
9665,polar,,1958,5
9666,pole,,2129,5
9667,police,,2128,7
9668,policeman,,1502,2
9669,policeweek,,1855,4
9670,policing,,2072,5
9671,policy,,1503,2
9672,polish,,888,8
9673,polite,,849,5
9674,politely,,849,7
9675,political,,1504,2
9676,politically,,2191,4
9677,politicalticker,,2227,6
9678,politicalwire,,1800,4
9679,politician,,70,4
9680,politicized,,2063,7
9681,politicking,,161,6
9682,politico,,1505,3
9683,politics,,1888,3
9684,politifact,,1506,2
9685,politigal,,2051,4
9686,polititian,,2227,5
9687,polititians,,840,4
9688,poll,,422,9
9689,polled,,416,4
9690,polling,,487,3
9691,pollster,,392,4
9692,polluter,,505,7
9693,pollution,,1907,5
9694,pompeo,,467,6
9695,pompous,,467,3
9696,pond,,1711,4
9697,pontifex,,517,8
9698,pool,,311,12
9699,poor,,2060,3
9700,poorer,,120,8
9701,poorly,,1507,2
9702,pop,,2207,7
9703,popcorn,,888,5
9704,pope,,517,4
9705,poppawub,,92,3
9706,popping,,487,5
9707,popular,,1508,2
9708,popularity,,2231,4
9709,popularposters,,1509,2
9710,populated,,2051,10
9711,population,,1907,3
9712,pore,,311,8
9713,poroshenko,,584,5
9714,porous,,2056,4
9715,port,,392,5
9716,portfolio,,1510,2
9717,portion,,278,4
9718,portland,,2051,7
9719,portman,,392,6
9720,portrait,,144,9
9721,portray,,1969,4
9722,portrayal,,467,9
9723,portraying,,1511,2
9724,portsmouth,,1685,4
9725,pose,,1512,2
9726,posing,,2064,8
9727,position,,1513,2
9728,positive,,700,3
9729,positively,,111,4
9730,posse,,1967,4
9731,possession,,1800,5
9732,possibility,,487,6
9733,possible,,1514,2
9734,possibly,,1759,4
9735,post,,2072,8
9736,postal,,1951,7
9737,postandcourier,,2128,3
9738,posted,,422,4
9739,poster,,485,5
9740,posting,,2072,4
9741,postpone,,552,3
9742,postponed,,2109,3
9743,pot,,1855,7
9744,potato,,422,4
9745,potential,,1515,2
9746,potentially,,1516,2
9747,potomac,,2036,6
9748,potus,,1517,2
9749,potusabroad,,2017,4
9750,pound,,1951,9
9751,pour,,1969,3
9752,poured,,1958,5
9753,pouring,,1518,2
9754,pourquoipas,,1519,2
9755,poverty,,1520,2
9756,pow,,236,9
9757,poway,,111,9
9758,powell,,3,13
9759,power,,2227,4
9760,powered,,2109,6
9761,powerful,,1521,2
9762,powerfully,,859,8
9763,powerhouse,,119,8
9764,powerless,,16,4
9765,ppl,,849,3
9766,ppp,,28,3
9767,ppploan,,184,10
9768,ppppolls,,2155,5
9769,pr,,1800,4
9770,prabhusadasivam,,190,6
9771,practical,,159,3
9772,practically,,98,4
9773,practice,,1888,6
9774,practiced,,2051,6
9775,practicing,,111,9
9776,praise,,1522,2
9777,praised,,16,6
9778,praising,,188,5
9779,pray,,729,3
9780,prayer,,2128,4
9781,prayformetoo,,161,6
9782,praying,,3,4
9783,pre,,120,7
9784,preach,,1022,3
9785,preaches,,167,4
9786,precedent,,485,7
9787,precious,,496,5
9788,precipice,,1523,2
9789,precise,,278,5
9790,precisely,,161,5
9791,precision,,840,8
9792,predator,,1800,4
9793,predecessor,,184,4
9794,predict,,1958,3
9795,predictability,,71,8
9796,predictable,,71,6
9797,predicted,,1524,2
9798,predicting,,1525,2
9799,prediction,,1526,2
9800,predicts,,2056,8
9801,prefer,,690,3
9802,preferably,,487,7
9803,preference,,1907,3
9804,preferred,,878,3
9805,prefers,,2178,4
9806,preliminary,,849,6
9807,premier,,58,5
9808,premiere,,1527,2
9809,premiering,,278,5
9810,premium,,517,5
9811,prep,,517,8
9812,preparation,,70,5
9813,prepare,,2017,3
9814,prepared,,2051,3
9815,prepares,,505,6
9816,preparing,,1528,2
9817,preppermeister,,1529,2
9818,pres,,505,3
9819,presbyterian,,167,5
9820,prescience,,120,7
9821,prescription,,1951,14
9822,presedent,,840,6
9823,presence,,149,7
9824,present,,1530,2
9825,presentation,,2207,4
9826,presented,,167,4
9827,presenting,,103,6
9828,preserve,,1958,7
9829,preserving,,1531,2
9830,presidant,,2152,3
9831,preside,,496,7
9832,presided,,95,6
9833,presidency,,1532,2
9834,president,,1533,2
9835,presidente,,496,6
9836,presidential,,2251,5
9837,presidentruvi,,859,7
9838,presidenttrump,,1610,3
9839,presides,,1022,7
9840,presiding,,496,6
9841,press,,443,3
9842,pressclubdc,,71,6
9843,pressed,,2155,5
9844,pressjournal,,1907,14
9845,presssec,,690,5
9846,pressure,,1534,2
9847,pressured,,584,7
9848,pressuring,,2178,5
9849,prestige,,1535,2
9850,prestigious,,1536,2
9851,prestonsdayoff,,729,5
9852,prestwick,,1855,5
9853,pretend,,417,4
9854,pretended,,1956,11
9855,pretending,,1958,4
9856,prettier,,2063,6
9857,pretty,,1888,3
9858,prevail,,1537,2
9859,prevails,,2064,5
9860,prevalent,,729,7
9861,prevent,,1951,5
9862,preventable,,58,6
9863,preventing,,3,8
9864,prevention,,517,8
9865,prevents,,2157,8
9866,preview,,278,5
9867,previous,,188,3
9868,previously,,1538,2
9869,prez,,840,3
9870,price,,184,4
9871,priced,,1956,5
9872,priceless,,278,6
9873,pricing,,1951,7
9874,pride,,1539,2
9875,priebus,,28,4
9876,priece,,1540,2
9877,primarily,,893,7
9878,primary,,1956,3
9879,prime,,859,20
9880,primed,,392,6
9881,primeministersx,,729,7
9882,primetimeemmys,,188,4
9883,prince,,1800,7
9884,princess,,149,3
9885,princessdaytura,,1541,2
9886,principal,,70,3
9887,principle,,119,4
9888,principled,,2060,6
9889,print,,888,4
9890,printed,,144,4
9891,printing,,2208,3
9892,prior,,278,3
9893,prioritize,,2064,6
9894,priority,,1542,2
9895,prison,,119,3
9896,prisoner,,1543,2
9897,prisonplanet,,888,8
9898,pristine,,2128,9
9899,privacy,,2109,7
9900,private,,1907,4
9901,privately,,111,6
9902,privilege,,1544,2
9903,prix,,1855,11
9904,prize,,505,5
9905,prized,,1800,4
9906,prnewswire,,2036,5
9907,pro,,1969,9
9908,proactive,,71,4
9909,prob,,167,6
9910,probable,,416,6
9911,probably,,1545,2
9912,probe,,1546,2
9913,problem,,236,5
9914,procedure,,467,7
9915,proceed,,70,4
9916,proceeding,,849,4
9917,proceeds,,729,8
9918,process,,2063,3
9919,proclaim,,106,7
9920,proclaimed,,75,10
9921,proclaims,,1855,3
9922,proclamation,,1855,6
9923,produce,,392,4
9924,produced,,517,3
9925,producer,,3,5
9926,producing,,1547,2
9927,product,,417,5
9928,production,,485,3
9929,productive,,1548,2
9930,prof,,1549,2
9931,professional,,302,3
9932,professionalism,,485,4
9933,professionally,,302,6
9934,professor,,278,5
9935,profile,,416,4
9936,profiling,,600,5
9937,profit,,1479,3
9938,profitable,,2056,3
9939,profound,,103,7
9940,profoundly,,103,7
9941,profusely,,188,4
9942,program,,58,3
9943,programming,,2081,5
9944,progress,,1550,2
9945,progressing,,111,8
9946,progressive,,600,4
9947,prohibits,,416,7
9948,project,,417,3
9949,projected,,1551,2
9950,projecting,,2227,6
9951,projection,,1552,2
9952,projectmayhem,,2227,3
9953,prolonged,,487,8
9954,prominence,,729,4
9955,prominent,,849,6
9956,prominently,,188,5
9957,promise,,95,3
9958,promised,,1553,2
9959,promising,,1554,2
9960,promo,,1555,2
9961,promote,,1556,2
9962,promoted,,1800,6
9963,promotes,,451,11
9964,promoting,,416,5
9965,promotion,,149,3
9966,promptly,,467,5
9967,proof,,1022,3
9968,prop,,28,3
9969,propaganda,,302,3
9970,proper,,1652,3
9971,properly,,1557,2
9972,property,,1888,3
9973,prople,,2109,5
9974,proponent,,505,6
9975,proportion,,725,3
9976,proposal,,2191,5
9977,propose,,2051,8
9978,proposed,,467,3
9979,proposing,,1558,3
9980,prosecute,,2227,7
9981,prosecuted,,106,3
9982,prosecution,,1967,8
9983,prosecutor,,1559,2
9984,prosecutorial,,2185,6
9985,prospect,,144,4
9986,prosper,,1862,9
9987,prosperity,,1560,2
9988,prosperous,,2157,3
9989,protect,,1561,2
9990,protected,,2063,3
9991,protecting,,1562,2
9992,protection,,28,3
9993,protectionist,,1563,2
9994,protective,,416,6
9995,protects,,1564,2
9996,protest,,1565,2
9997,protested,,1907,5
9998,protester,,2155,3
9999,protesting,,3,4
10000,protestors,,505,4
10001,protocol,,3,13
10002,prototype,,2056,5
10003,proud,,521,4
10004,proudamerican,,189,7
10005,proudly,,729,4
10006,proudlysa,,167,5
10007,prove,,1566,2
10008,proved,,1567,2
10009,proven,,1568,2
10010,provide,,1569,2
10011,provided,,417,5
10012,provider,,98,7
10013,provides,,28,6
10014,providing,,1570,2
10015,province,,2227,10
10016,proving,,416,4
10017,provision,,2017,4
10018,provocative,,1571,2
10019,provoke,,496,3
10020,prowland,,729,3
10021,prstrong,,2129,6
10022,prudent,,1572,2
10023,pruitt,,184,7
10024,psu,,150,6
10025,psyched,,1573,3
10026,psychiatrist,,392,6
10027,psycho,,505,6
10028,pt,,2227,8
10029,ptarkkonen,,1602,7
10030,ptrollcat,,278,3
10031,pub,,1574,2
10032,public,,16,3
10033,publication,,1907,6
10034,publicity,,487,3
10035,publicly,,1575,2
10036,published,,388,6
10037,publisher,,517,6
10038,publishing,,2017,3
10039,puddle,,505,7
10040,pueblo,,392,4
10041,puerto,,2129,9
10042,puertorico,,2129,4
10043,puff,,392,3
10044,puggi,,1022,4
10045,puke,,1129,6
10046,pulitzer,,505,7
10047,pulitzerprizes,,505,5
10048,pull,,2017,4
10049,pulled,,2056,3
10050,pulling,,2251,3
10051,pullout,,2072,11
10052,pulse,,1711,4
10053,pump,,1711,5
10054,pumped,,600,4
10055,pumping,,3,4
10056,punch,,2017,5
10057,punching,,517,9
10058,pundit,,1576,2
10059,pune,,840,7
10060,punished,,1800,6
10061,punishing,,2056,4
10062,punishment,,2051,10
10063,punk,,120,7
10064,punta,,2128,12
10065,puppet,,487,5
10066,puppy,,3,4
10067,puppyslug,,840,4
10068,purcell,,2129,3
10069,purchase,,1129,3
10070,purchased,,236,10
10071,purchasing,,417,8
10072,pure,,190,3
10073,purely,,75,3
10074,purple,,467,7
10075,purpleheartwife,,1711,6
10076,purporting,,111,5
10077,purpose,,1577,2
10078,purposely,,1578,2
10079,purse,,2227,6
10080,pursue,,302,6
10081,pursued,,119,8
10082,pursuing,,2155,6
10083,pursuit,,119,5
10084,push,,1579,2
10085,pushback,,416,5
10086,pushed,,106,3
10087,pushing,,1580,2
10088,pushover,,2064,3
10089,pussy,,517,4
10090,put,,2128,4
10091,putin,,95,5
10092,putt,,1022,7
10093,putter,,2063,4
10094,putting,,1581,2
10095,pwnza,,416,3
10096,pynnymu,,2120,9
10097,pyongyang,,1969,5
10098,pyramid,,1888,8
10099,qaeda,,71,5
10100,qassem,,517,5
10101,qatar,,2072,9
10102,qb,,58,7
10103,qe,,149,5
10104,qqueenllouise,,2185,5
10105,quadruple,,161,7
10106,qualification,,893,3
10107,qualified,,888,3
10108,qualify,,2231,4
10109,qualifying,,1969,7
10110,quality,,2191,5
10111,quantico,,16,5
10112,quantitative,,3,11
10113,quantity,,417,7
10114,quarantine,,1582,2
10115,quarter,,521,5
10116,quarterback,,58,7
10117,quarterly,,2060,6
10118,queen,,184,8
10119,quest,,149,3
10120,question,,236,6
10121,questionable,,416,4
10122,questioned,,1956,5
10123,questioning,,302,6
10124,queynewton,,120,6
10125,quick,,1583,2
10126,quicken,,130,7
10127,quickly,,1584,2
10128,quicksand,,1800,5
10129,quid,,1969,15
10130,quiet,,1931,6
10131,quietly,,505,4
10132,quinnipiac,,422,3
10133,quinnipiacpoll,,302,4
10134,quit,,893,5
10135,quite,,1585,2
10136,quiteefranklee,,1586,2
10137,quits,,893,3
10138,quitter,,70,3
10139,quitting,,467,6
10140,quo,,1969,15
10141,quote,,190,3
10142,quoted,,190,4
10143,quoting,,190,7
10144,qvc,,859,8
10145,rabbi,,111,6
10146,race,,505,3
10147,rachael,,2036,8
10148,rachel,,451,7
10149,racial,,600,6
10150,racing,,467,5
10151,racism,,883,6
10152,racist,,188,5
10153,racket,,167,6
10154,racrboi,,2185,4
10155,radar,,1907,3
10156,radical,,2072,6
10157,radio,,71,7
10158,rae,,167,3
10159,rafaelmerrydel,,2178,4
10160,rafter,,517,5
10161,rag,,888,7
10162,rage,,584,4
10163,raging,,2072,4
10164,ragingcynicism,,2227,6
10165,rahm,,2064,7
10166,rahmemanuel,,1711,5
10167,raid,,840,4
10168,raided,,2251,8
10169,raider,,111,10
10170,rail,,1855,6
10171,railing,,147,5
10172,railroad,,302,7
10173,rain,,167,5
10174,rainbow,,311,4
10175,rainfall,,167,7
10176,raise,,1587,2
10177,raised,,1588,2
10178,raising,,416,3
10179,raj,,144,7
10180,raked,,2072,5
10181,raleigh,,2051,4
10182,raleighreporter,,2051,5
10183,rally,,167,3
10184,rallying,,1800,5
10185,ralph,,236,5
10186,ralphgilles,,485,7
10187,ralphige,,71,5
10188,ralphreed,,840,5
10189,rambling,,119,3
10190,rambofo,,1589,2
10191,ramification,,311,4
10192,ramp,,451,10
10193,rampage,,1590,2
10194,rampant,,1591,2
10195,ramsaygolf,,2128,5
10196,ran,,417,6
10197,rancher,,417,6
10198,rancho,,2128,10
10199,rand,,487,6
10200,randirobics,,1592,2
10201,random,,1593,2
10202,randpaul,,1594,2
10203,randy,,2178,6
10204,range,,256,3
10205,rangernv,,111,5
10206,rank,,2063,6
10207,ranked,,2235,6
10208,ranking,,190,5
10209,ransom,,2129,7
10210,rant,,1595,2
10211,ranting,,2056,5
10212,rap,,278,3
10213,rape,,1780,4
10214,rapid,,1855,4
10215,rapidly,,1596,2
10216,rapist,,189,5
10217,rapper,,1958,9
10218,rare,,2207,8
10219,rarely,,1597,2
10220,rarity,,311,7
10221,rasmussen,,1598,2
10222,rasmussennews,,16,5
10223,rasmussenpoll,,16,4
10224,rat,,2251,6
10225,ratcliffe,,2185,11
10226,rate,,3,6
10227,rated,,1967,4
10228,rather,,1599,2
10229,rating,,2157,3
10230,rationalize,,416,5
10231,ratted,,883,6
10232,raul,,161,8
10233,rave,,1675,3
10234,raven,,888,6
10235,raving,,2056,6
10236,raw,,496,5
10237,ray,,2235,7
10238,rbeezybess,,1129,5
10239,rcarlc,,58,4
10240,rcoldwellbanker,,1800,3
10241,rcpvideo,,416,4
10242,rd,,167,4
10243,rdowns,,1800,7
10244,rdpomin,,1600,2
10245,rdy,,1888,5
10246,re,,106,4
10247,reach,,147,4
10248,reached,,1601,2
10249,reaching,,147,4
10250,reacting,,111,3
10251,reaction,,2178,5
10252,reacts,,1602,7
10253,read,,859,3
10254,reader,,496,6
10255,readership,,1603,2
10256,readily,,2128,7
10257,reading,,1800,4
10258,readjusted,,120,4
10259,ready,,1604,2
10260,reaffirm,,517,5
10261,reagan,,840,4
10262,real,,1967,5
10263,realbencarson,,1129,4
10264,realclearnews,,1612,3
10265,realcoachhodge,,467,3
10266,realdarrin,,278,3
10267,realdbp,,2060,4
10268,realdonald,,188,4
10269,realdonaldtrump,,1605,2
10270,realest,,890,3
10271,realestate,,190,9
10272,realgilbert,,1958,9
10273,realise,,517,3
10274,realistboutmine,,1606,2
10275,realistic,,159,4
10276,reality,,1607,2
10277,realitytvbliss,,278,9
